Text,Category
چشم‌انداز دولت برای جوانان هرمزگان؛ ۱۱۵ طرح ورزشی تکمیل شد,sport
انتشار لیست ممنوعه سالانه آژانس جهانی مبارزه با دوپینگ به زبان فارسی برای نخستین بار,sport
هاسکی‌ قهرمان بسکتبال دانشگاه‌های آمریکا شد,sport
جدال مدعیان لیگ برتر بسکتبال در آمل؛ کاله در فکر فتح جام,sport
آمادگی عجیب دبیر در اردوی تیم ملی کشتی فرنگی +عکس,sport
وزنه‌برداری ایران زیر ذره‌بین افسران کنترل دوپینگ,sport
رضایی کاندیدای ورود به تالار مشاهیر بین‌المللی والیبال شد,sport
نوشاد عالمیان بهترین پینگ‌پنگ‌باز ایرانی در رده‌بندی جهانی,sport
ملی‌پوش اسنوکر: این رشته مختص بچه پولدارها نیست,sport
«امیرحسین زارع» به اردوی تیم ملی کشتی آزاد بازگشت,sport
ملی‌پوش تیراندازی: ساچمه‌های داخلی مناسب تمرین نیست,sport
مقانلو: تلاش ما رساندن مدال‌آوران گرنداسلم به المپیک است,sport
گیله مرد کشتی ایران از یک سال موفقیت‌اش می‌گوید,sport
چشمی: بازیکن را مقابل هوادار قرار ندهند/ سه چهار مدیرعامل باید پاسخگوی افتضاح استرا باشند,sport
قربان‌زاده: فتح‌الله‌زاده یک ریال درآمد نداشته/ته‌دیگ درآمد بورسی استقلال را هم درآوردند,sport
از خبر تلخ برای استقلال تا هزینه ۵۰ میلیاردی بدون مجوز پرسپولیس,sport
مظلومی: همه چیز در استقلال شفاف است/ به خاطر فشار هواداران باید پول خرج کرد,sport
فتح‌الله‌زاده: پول استراماچونی را خرج خانه خاله نکرده‌ام/ دولت قبلی مقصر بود,sport
خسروی: تیم‌های پرطرفدار ارتش فحاشی دارند/ داوری ما از همه جای دنیا سالم‌تر است,sport
جنگ بارسلونا با رئیس لالیگا بالا گرفت؛ تباس استعفا بده,sport
تاریخ نخستین جلسه مهم فدراسیون فوتبال در سال جدید مشخص شد,sport
آزمون: بازی اول در انتخابی المپیک حکم فینال را برای ما دارد,sport
رای کمیته انضباطی دیدار بسکتبال شهرداری گرگان و ذوب‌آهن اعلام شد,sport
گزینه‌های سرپرستی هیئت فوتبال استان تهران مشخص شدند,sport
ابراز رضایت فدراسیون کشتی عراق از کمپ تیم ملی,sport
بی‌احترامی به بزرگ‌تر خط قرمز کشتی/ سرنوشت زارع در دستان سرمربی,sport
مخالفت هیات مدیره باشگاه استقلال با استعفای فتح‌الله‌زاده/ کریمی رییس هیات مدیره شد,sport
شیرازی: برکناری؟ در محل کارم هستم,sport
کاپیتان تیم ملی واترپلو: توجه بیش از حد به فوتبال همه ورزشکاران را اذیت می‌کند,sport
بانوی ایران بهترین داور رقابت‌های تکواندو گرنداسلم چین شد,sport
چرا تن‌هاخ از بازیکنان منچستر عصبانی شد؟,sport
آب سرد روی سر استقلال؛ حذف از آسیا قطعی شد,sport
واکنش عجیب کلوپ به اخراج پاتر؛ چرا هنوز مانده‌ام؟,sport
واکنش فدراسیون کشتی به کتک‌کاری در تیم ملی,sport
واکنش باشگاه پرسپولیس به خرج ۵۰ میلیارد بدون اطلاع کمیته مصارف,sport
آغاز دور جدید اردوی تیم ملی تپانچه با وجود لغو اعزام‌های قبلی,sport
مسیر پاریس برای مردان تکواندو هموار شد/ عملکرد ضعیف بانوان,sport
بارسلونا قیمت ستاره مَد نظر منچسترسیتی را مشخص کرد,sport
هالند چه زمانی برمی‌گردد؟,sport
داور ال‌کلاسیکو مشخص شد,sport
ماجرای خرج ۵۰ میلیاردی پرسپولیس بدون اطلاع کمیته مصارف چیست؟,sport
پایان کار نمایندگان ایران در رقابت‌های گرنداسلم با ۴ مدال رنگارنگ,sport
آیت‌الله رئیسی کشورهای اسلامی را به وحدت برای مقابله با توطئه‌های دشمنان فراخواند,politic
دادگاه عالی آمریکا استدلال‌های بانک ترکیه‌ای در پرونده ایران را رد کرد,politic
نماینده مجلس: مسئولان مطالبات مردم را تا حصول نتیجه پیگیری کنند,politic
هزینه‌کرد بیش از ۳۰۹ میلیارد تومانی سپاه برای رفع محرومیت از چهره استان بوشهر,politic
رمزگشایی از بیانیه ضدایرانی «جی۷»,politic
گروه ۷ از وارد کردن اتهامات بی‌پایه و دروغین علیه ایران فاصله بگیرد,politic
نخستین محفل قرآنی بانوان جهان اسلام فردا برگزار می‌شود ,politic
دیدار سرکنسول جدید ایران در قازان با امیرعبداللهیان,politic
دیدار سفیران جدید ایران در اسپانیا و نیوزلند با امیرعبداللهیان,politic
پاسخ معاون سازمان شهرداری‌ها و دهیاری‌ها به اظهارات چمران,politic
رایزنی آیت‌الله رئیسی و سلطان عمان برای اتحاد کشورهای اسلامی در برابر تجاوزگری اسرائیل,politic
استقبال وزیر ورزش از بانوان و خودروهای خارجی در پاستور,politic
آمریکا، جنگ روسیه و اوکراین را برای نجات خود پایه‌ریزی کرد,politic
دیدار دانشجویی با چاشنی جشن تولد! / تریبون آزاد نقد دانشجویی در حسینیه امام خمینی (ره),politic
خانواده‌های دارای۳ معلول به بالا طی دو سال صاحب خانه می‌شوند,politic
زارع‌پور: شبکه ملی اطلاعات ۶۰ درصد پیشرفت کرده است,politic
تأکید رئیس‌جمهور بر تسریع در اجرای طرح‌های حمایتی وزارت مسکن برای مستأجران,politic
وزیر بهداشت: نظام ارجاع در کل کشور عملیاتی خواهد شد,politic
واکنش سفارت ایران در دانمارک به تصویری از یک جنایت در سرزمین‌های اشغالی,politic
مبلغ فطریه امسال از سوی رهبر انقلاب اعلام شد,politic
سفر بن فرحان به سوریه، منطق جدیدی را در منطقه به نمایش گذاشت,politic
رئیسی: شهادت مظلومانه ۱۱ روحانی اهل سنت موجب بیزاری مردم کردستان از تجزیه‌طلبان شد,politic
نظر سجادی درباره حضور زنان در ورزشگاه برای تماشای دربی,politic
رییسی: شهادت روحانیون اهل سنت ثلمه‌ای جبران ناپذیر برای کردستان و ایران است,politic
محرابیان: در سال ۱۴۰۲ برنامه‌های خوبی برای مدیریت مصرف داریم,politic
حسینی: رئیس‌جمهور در انتخاب همکارانش ملاحظات شخصی و حزبی ندارد,politic
خاندوزی: سهام عدالت به افراد تحت پوشش کمیته امداد و بهزیستی واگذار می‌شود,politic
زلفی‌گل: در سال ۱۴۰۲ همایش علمی مهارت‌محور برگزار می‌کنیم,politic
نماینده مردم تهران در مجلس: رییس جمهور به همه اقشار جامعه پاسخگو است,politic
تصویب دو لایحه در دولت برای ساماندهی بازار مسکن و خودرو/ لوایح با فوریت به مجلس می‌رود,politic
مرکز آمار: نرخ بیکاری ۱۴۰۱ در استان سمنان به ۵.۷ درصد کاهش یافت,politic
وزیر تعاون: هر مسئولی باید وظیفه خود را در راستای خدمت به مردم انجام دهد,politic
